PhraseId	Phrase	Expansion	Acronym
9962	The government approved a relief package of $70 MM.	millions 	MM
9963	The corporation's net profit margin is $2,500 MM.	millions 	MM
9964	The company's quarterly earnings reached $200 MM.	millions 	MM
9965	The tech giant invested $80 MM in a new innovation.	millions 	MM
9966	The annual profits for the sector are $1,200 MM.	millions 	MM
9967	The government allocated $75 MM for education.	millions 	MM
9968	The investment fund manages assets totaling $1,500 MM.	millions 	MM
9969	The project's budget is $150 MM.	millions 	MM
9970	The corporation's market value is projected to be $15,000 MM.	millions 	MM
9971	The annual revenue for the industry is $1,200 MM.	millions 	MM
9972	The government's budget allocation for healthcare is $80 MM.	millions 	MM
9973	The fundraising campaign aims to raise $20 MM.	millions 	MM
9974	The corporation's net income is $3,000 MM.	millions 	MM
9975	The company's quarterly earnings are estimated to be $225 MM.	millions 	MM
9976	The tech company's valuation is $15,000 MM.	millions 	MM
9977	The lottery prize has reached $50 MM.	millions 	MM
9978	The nonprofit organization raised $10 MM for its causes.	millions 	MM
9979	The corporation's market capitalization is $80,000 MM.	millions 	MM
9980	The annual budget for the department is $300 MM.	millions 	MM
9981	The startup secured an investment of $60 MM.	millions 	MM
9982	The government's allocation for infrastructure projects is $90 MM.	millions 	MM
9983	The corporation's annual revenue is $1,500 MM.	millions 	MM
9984	The venture capital firm invested $50 MM in a new startup.	millions 	MM
9985	The organization's capital campaign aims to raise $24 MM.	millions 	MM
9986	The tech company's market cap is $50,000 MM.	millions 	MM
9987	The annual GDP of the country is estimated to be $4,000 MM.	millions 	MM
9988	The company's annual profits are projected to be $900 MM.	millions 	MM
9989	The budget for the new development project is $180 MM.	millions 	MM
9990	The government approved a stimulus package of $80 MM.	millions 	MM
9991	The corporation's net profit margin is $3,500 MM.	millions 	MM
9992	The company's quarterly earnings reached $250 MM.	millions 	MM
9993	The tech giant invested $90 MM in a new research initiative.	millions 	MM
9994	The annual profits for the industry are $1,500 MM.	millions 	MM
9995	The government allocated $85 MM for environmental conservation.	millions 	MM
9996	The investment fund manages assets worth $1,800 MM.	millions 	MM
9997	The corporation's annual budget is $200 MM.	millions 	MM
9998	The organization's annual fundraising campaign aims to raise $28 MM.	millions 	MM
9999	The tech company's market capitalization is $100,000 MM.	millions 	MM
10000	The annual GDP of the country is projected to be $5,000 MM.	millions 	MM
10001	I just received a sweet MSG from my friend.	message	MSG
10002	Please check your inbox for a new MSG.	message	MSG
10003	Send me a quick MSG when you're ready to go.	message	MSG
10004	Did you get my last MSG about the meeting?	message	MSG
10005	I left you a voicemail MSG this morning.	message	MSG
10006	The important MSG was lost in my spam folder.	message	MSG
10007	I'm waiting for a MSG from the client.	message	MSG
10008	I'll send you a direct MSG with the details.	message	MSG
10009	She sent a lovely MSG for my birthday.	message	MSG
10010	I'll reply to your MSG in a moment.	message	MSG
10011	I sent a MSG to confirm the reservation.	message	MSG
10012	I received a thoughtful MSG from my family.	message	MSG
10013	Check your email for the latest MSG.	message	MSG
10014	His MSG was full of encouragement.	message	MSG
10015	She always sends me the funniest MSG.	message	MSG
10016	Please leave a voice MSG if I'm not available.	message	MSG
10017	I got a quick MSG on my phone.	message	MSG
10018	Let me know if you read my MSG.	message	MSG
10019	My phone is filled with unread MSG.	message	MSG
10020	I sent you an urgent MSG, please check.	message	MSG
10021	Did you get the MSG I left on your desk?	message	MSG
10022	I sent an MSG to the group chat.	message	MSG
10023	Your MSG made me smile, thanks!	message	MSG
10024	Send a MSG to confirm the time.	message	MSG
10025	I received a heartwarming MSG from my mom.	message	MSG
10026	I missed a call, but there was no MSG.	message	MSG
10027	Check your spam folder for my MSG.	message	MSG
10028	I got your MSG loud and clear.	message	MSG
10029	Please don't forget to reply to my MSG.	message	MSG
10030	I'll send you a detailed MSG later.	message	MSG
10031	The MSG was filled with good news.	message	MSG
10032	She sent an encouraging MSG before the exam.	message	MSG
10033	Let's keep our MSGs positive.	message	MSG
10034	I'm expecting an important MSG today.	message	MSG
10035	Please send me a text MSG.	message	MSG
10036	Your MSG put a smile on my face.	message	MSG
10037	I just got a notification for a new MSG.	message	MSG
10038	I sent you a voice MSG earlier.	message	MSG
10039	The MSG contained all the details.	message	MSG
10040	Send a quick MSG to let me know.	message	MSG
10041	She left a voice MSG to say hello.	message	MSG
10042	I received a heartfelt MSG from a friend.	message	MSG
10043	Did you check your MSGs today?	message	MSG
10044	The MSG had some exciting news.	message	MSG
10045	I'm always happy to see a MSG from you.	message	MSG
10046	I'll leave a voice MSG if you don't answer.	message	MSG
10047	She sent an inspirational MSG.	message	MSG
10048	I'm waiting for an important MSG.	message	MSG
10049	I read your MSG, and I understand.	message	MSG
10050	Your MSG was so kind, thank you!	message	MSG
10051	Send a quick MSG to confirm the plan.	message	MSG
10052	I just sent you an urgent MSG.	message	MSG
10053	Did you receive my last MSG?	message	MSG
10054	Check your email for the latest MSG.	message	MSG
10055	I got a sweet MSG on my birthday.	message	MSG
10056	Let me know when you get my MSG.	message	MSG
10057	I sent a friendly MSG to say hi.	message	MSG
10058	I'm expecting an exciting MSG today.	message	MSG
10059	The MSG contained all the information.	message	MSG
10060	Send me a text MSG if you're running late.	message	MSG
10061	I received a funny MSG from my sister.	message	MSG
10062	Your voice MSG was clear and helpful.	message	MSG
10063	The MSG brought tears to my eyes.	message	MSG
10064	I'm sending an important MSG now.	message	MSG
10065	I got your MSG and replied.	message	MSG
10066	I just left you a voice MSG.	message	MSG
10067	She always sends the best MSGs.	message	MSG
10068	Please send a quick MSG to confirm.	message	MSG
10069	I'll send you a video MSG.	message	MSG
10070	I received an uplifting MSG.	message	MSG
10071	Did you check your voice MSGs?	message	MSG
10072	The MSG had a special announcement.	message	MSG
10073	I'm happy to see a MSG from you.	message	MSG
10074	I sent a voice MSG with the details.	message	MSG
10075	She sent a loving MSG on our anniversary.	message	MSG
10076	Let's chat via text MSG.	message	MSG
10077	I got your MSG about the party.	message	MSG
10078	I'll leave a voice MSG if you're busy.	message	MSG
10079	I received a heartfelt MSG from a friend.	message	MSG
10080	Did you read my last MSG?	message	MSG
10081	Check your email for the latest MSG.	message	MSG
10082	I sent a supportive MSG to a colleague.	message	MSG
10083	I'm waiting for an urgent MSG.	message	MSG
10084	Send a quick MSG if you need anything.	message	MSG
10085	I got a reassuring MSG from my boss.	message	MSG
10086	Your voice MSG was very clear.	message	MSG
10087	The MSG contained all the necessary info.	message	MSG
10088	I'm sending a reminder MSG now.	message	MSG
10089	I received an encouraging MSG.	message	MSG
10090	Please check your voice MSGs.	message	MSG
10091	The MSG had a surprise inside.	message	MSG
10092	I'm looking forward to your MSG.	message	MSG
10093	I sent a voice MSG to say thanks.	message	MSG
10094	She always sends the most thoughtful MSGs.	message	MSG
10095	Let's schedule a call via text MSG.	message	MSG
10096	I got your MSG and will respond soon.	message	MSG
10097	I just left you a voice MSG.	message	MSG
10098	Did you receive my last MSG?	message	MSG
10099	Check your email for the latest MSG.	message	MSG
10100	I sent a congratulatory MSG for your success.	message	MSG
10101	Your MSG made my day brighter.	message	MSG
10102	I'm expecting a delivery MSG.	message	MSG
10103	Send a quick MSG if you need help.	message	MSG
10104	I got a motivational MSG from a friend.	message	MSG
10105	I'll reply to your voice MSG later.	message	MSG
10106	The MSG contained all the necessary details.	message	MSG
10107	I'm sending an update MSG now.	message	MSG
10108	I received a humorous MSG.	message	MSG
10109	Did you check your voice MSGs today?	message	MSG
10110	The MSG had an exciting invitation.	message	MSG
10111	Please send a text MSG when you're ready.	message	MSG
10112	I just received a surprise MSG.	message	MSG
10113	I'm waiting for a response to my MSG.	message	MSG
10114	Your voice MSG was warm and friendly.	message	MSG
10115	The MSG was filled with positivity.	message	MSG
10116	I'm always here to help via text MSG.	message	MSG
10117	I received a thank-you MSG.	message	MSG
10118	Did you read my last MSG carefully?	message	MSG
10119	Check your email for the latest MSG.	message	MSG
10120	I sent a comforting MSG to a friend.	message	MSG
10121	Your MSG was clear and concise.	message	MSG
10122	I'm sending an announcement MSG now.	message	MSG
10123	I got an appreciation MSG from a colleague.	message	MSG
10124	Let's stay in touch via voice MSGs.	message	MSG
10125	I received a thoughtful MSG on a special day.	message	MSG
10126	Please check your voice MSGs.	message	MSG
10127	The MSG contained all the necessary information.	message	MSG
10128	Send a quick MSG if you have questions.	message	MSG
10129	I'll send you a video MSG for clarity.	message	MSG
10130	I'm expecting an important MSG today.	message	MSG
10131	I got a confirmation MSG for the event.	message	MSG
10132	Your MSG put a smile on my face.	message	MSG
10133	I just sent you a quick voice MSG.	message	MSG
10134	I received a friendly MSG from a neighbor.	message	MSG
10135	The MSG had some good news.	message	MSG
10136	I'm waiting for an update MSG.	message	MSG
10137	Please send a text MSG to confirm.	message	MSG
10138	I sent an exciting MSG about the trip.	message	MSG
10139	Did you check your MSGs today?	message	MSG
10140	The MSG was filled with love and affection.	message	MSG
10141	I'm always happy to see an MSG from you.	message	MSG
10142	I'll send a voice MSG with all the details.	message	MSG
10143	She sent a congratulatory MSG for the promotion.	message	MSG
10144	I got your MSG, and I appreciate it.	message	MSG
10145	The important MSG was delivered promptly.	message	MSG
10146	I'm sending a reminder MSG now.	message	MSG
10147	I received an enthusiastic MSG.	message	MSG
10148	Let's communicate through voice MSGs.	message	MSG
10149	I'm expecting a response to my MSG.	message	MSG
10150	Please check your voice MSGs.	message	MSG
10151	The MSG had an important update.	message	MSG
10152	I just left you a quick voice MSG.	message	MSG
10153	I sent a funny MSG to cheer you up.	message	MSG
10154	I'm waiting for a decision via text MSG.	message	MSG
10155	I got your MSG, and I'm on my way.	message	MSG
10156	The MSG contained all the relevant information.	message	MSG
10157	I'm sending an informative MSG now.	message	MSG
10158	I received a helpful MSG from a colleague.	message	MSG
10159	Please check your email for the latest MSG.	message	MSG
10160	Your MSG was clear and easy to understand.	message	MSG
10161	I'm always happy to respond to your MSGs.	message	MSG
10162	I'll send a voice MSG with the answers.	message	MSG
10163	She sent a heartfelt MSG on my graduation.	message	MSG
10164	I got your MSG, and I'm excited.	message	MSG
